# recorded=2026-09-18T16:51:18+0800
# uname=Linux iZ0jl59glej0v8rv680qyqZ 6.8.0-137-generic #137-Ubuntu SMP PREEMPT_DYNAMIC Fri Jul 17 20:28:23 UTC 2026 x86_64 x86_64
# python=3.11.15 cpu_count=4
# workers=5 period_s=0.1 beats=1050
beat,wall_ms,cpu_ms,duty,units
749,100.000,99.567,0.99567,69.697
750,100.000,99.922,0.99922,69.945
751,100.000,99.903,0.99903,69.932
752,100.000,99.785,0.99785,69.850
753,100.000,99.951,0.99951,69.966
754,100.000,99.963,0.99963,69.974
755,100.000,99.961,0.99961,69.972
756,100.000,99.953,0.99953,69.967
757,100.000,99.925,0.99925,69.948
758,100.000,99.762,0.99762,69.834
759,100.000,99.499,0.99499,69.649
760,100.000,99.910,0.99910,69.937
761,100.000,99.258,0.99257,69.480
762,100.000,99.395,0.99395,69.576
763,100.000,99.905,0.99905,69.933
764,100.000,99.895,0.99895,69.926
765,100.000,98.026,0.98026,68.618
766,100.000,99.953,0.99953,69.967
767,100.000,99.960,0.99960,69.972
768,100.000,99.576,0.99575,69.703
769,100.000,99.312,0.99312,69.519
770,100.000,99.965,0.99965,69.975
771,100.000,99.464,0.99464,69.625
772,100.000,99.955,0.99955,69.969
773,100.000,99.953,0.99953,69.967
774,100.000,99.961,0.99961,69.973
775,100.000,99.961,0.99961,69.973
776,100.000,99.955,0.99955,69.968
777,100.000,99.953,0.99953,69.967
778,100.000,98.763,0.98763,69.134
779,100.000,99.924,0.99923,69.946
780,100.000,99.961,0.99961,69.973
781,100.000,99.931,0.99931,69.951
782,100.000,99.960,0.99960,69.972
783,100.000,99.841,0.99841,69.889
784,100.000,99.956,0.99956,69.969
785,100.000,99.892,0.99892,69.924
786,100.000,99.962,0.99962,69.973
787,100.000,99.960,0.99960,69.972
788,100.000,99.796,0.99796,69.857
789,100.000,99.939,0.99939,69.957
790,100.000,99.961,0.99961,69.973
791,100.000,99.946,0.99946,69.962
792,100.000,99.961,0.99961,69.973
793,100.000,99.898,0.99897,69.928
794,100.000,99.960,0.99960,69.972
795,100.000,99.960,0.99960,69.972
796,100.000,99.954,0.99954,69.968
797,100.000,99.877,0.99877,69.914
798,100.000,99.638,0.99638,69.747
799,100.000,99.950,0.99950,69.965
800,100.000,99.870,0.99870,69.909
801,100.000,99.825,0.99825,69.878
802,100.000,99.961,0.99961,69.973
803,100.000,99.164,0.99164,69.415
804,100.000,99.365,0.99364,69.555
805,100.000,98.979,0.98979,69.285
806,100.000,99.916,0.99916,69.941
807,100.000,99.902,0.99902,69.931
808,100.000,99.905,0.99905,69.933
809,100.000,99.864,0.99864,69.905
810,100.000,99.891,0.99891,69.924
811,100.000,99.759,0.99759,69.831
812,100.000,99.916,0.99916,69.941
813,100.000,99.864,0.99864,69.905
814,100.000,86.095,0.86095,60.267
815,100.000,99.886,0.99886,69.920
816,100.000,99.235,0.99235,69.464
817,100.000,99.912,0.99911,69.938
818,100.000,99.347,0.99347,69.543
819,100.000,99.906,0.99906,69.934
820,100.000,99.899,0.99898,69.929
821,100.000,99.885,0.99885,69.919
822,100.000,99.894,0.99894,69.926
823,100.000,99.874,0.99874,69.912
824,100.000,99.841,0.99841,69.889
825,100.000,99.103,0.99103,69.372
826,100.000,99.897,0.99897,69.928
827,100.000,99.914,0.99914,69.940
828,100.000,99.889,0.99889,69.922
829,100.000,99.874,0.99874,69.912
830,100.000,99.905,0.99905,69.933
831,100.000,99.339,0.99339,69.537
832,100.000,99.934,0.99934,69.954
833,100.000,99.974,0.99974,69.982
834,100.000,99.979,0.99979,69.985
835,100.000,99.924,0.99924,69.947
836,100.000,99.974,0.99974,69.982
