task,method,pattern,seed,mm,budget_mean,rmse,max_err,e95,timeout_rate,iter_mean,time_q50,gearL,gearM,gearH,calib_ms,budget_scale,safety_rate
circle,bsf,periodic,237,0.2,190.4,0.2179,1.5832,0.1946,0.2010,5.0,164.3,0.000,0.000,0.000,151.9,0.533,0.0013
fig8,fixed10,periodic,237,0.0,187.7,0.1328,1.0917,0.0487,0.2000,4.1,53.9,0.000,0.000,0.000,149.8,0.526,0.0000
fig8,bsf,periodic,237,0.0,191.1,0.0469,0.5114,0.0540,0.2000,4.0,134.7,0.000,0.000,0.000,152.5,0.535,0.0000
fig8,fixed10,periodic,237,0.2,190.0,0.6560,4.7192,1.1093,0.2040,5.5,66.0,0.000,0.000,0.000,151.6,0.532,0.0111
fig8,bsf,periodic,237,0.2,195.2,0.1947,0.5209,0.1960,0.2000,5.0,163.5,0.000,0.000,0.000,155.8,0.547,0.0000
hover,fixed10,burst,237,0.0,190.5,0.0032,0.0508,0.0000,0.1840,4.0,53.7,0.000,0.000,0.000,149.6,0.525,0.0000
hover,bsf,burst,237,0.0,195.8,0.0027,0.0499,0.0000,0.1840,4.0,134.0,0.000,0.000,0.000,153.9,0.540,0.0000
hover,fixed10,burst,237,0.2,190.5,0.1898,0.1956,0.1902,0.1840,5.0,65.0,0.000,0.000,0.000,149.7,0.525,0.0000
hover,bsf,burst,237,0.2,189.8,0.1883,0.1939,0.1888,0.1850,5.0,161.7,0.000,0.000,0.000,149.1,0.523,0.0000
step,fixed10,burst,237,0.0,199.0,0.0152,0.2746,0.0002,0.1840,4.0,54.0,0.000,0.000,0.000,156.3,0.549,0.0000
step,bsf,burst,237,0.0,201.1,0.0155,0.2803,0.0003,0.1840,4.0,134.5,0.000,0.000,0.000,158.0,0.554,0.0000
step,fixed10,burst,237,0.2,203.1,0.1899,0.3715,0.1902,0.1840,5.0,65.2,0.000,0.000,0.000,159.6,0.560,0.0000
step,bsf,burst,237,0.2,193.3,0.1884,0.3648,0.1888,0.1840,5.0,163.7,0.000,0.000,0.000,151.9,0.533,0.0000
circle,fixed10,burst,237,0.0,195.6,117.8923,536.5992,335.8470,0.3140,7.3,54.0,0.000,0.000,0.000,153.7,0.539,0.0342
circle,bsf,burst,237,0.0,191.9,0.1032,1.5783,0.0476,0.1960,4.1,135.1,0.000,0.000,0.000,150.8,0.529,0.0012
circle,fixed10,burst,237,0.2,191.6,115.9860,528.4673,329.7839,0.3140,8.0,65.6,0.000,0.000,0.000,150.6,0.528,0.0344
circle,bsf,burst,237,0.2,191.6,0.2179,1.5832,0.1946,0.1950,5.0,162.0,0.000,0.000,0.000,150.6,0.528,0.0013
fig8,fixed10,burst,237,0.0,201.5,135.4481,646.3336,383.6611,0.3130,7.4,54.0,0.000,0.000,0.000,158.3,0.556,0.0902
fig8,bsf,burst,237,0.0,192.7,0.0469,0.5114,0.0540,0.1850,4.0,134.4,0.000,0.000,0.000,151.4,0.531,0.0000
fig8,fixed10,burst,237,0.2,193.0,143.3019,646.1645,406.4322,0.3120,8.1,64.6,0.000,0.000,0.000,151.7,0.532,0.1045
fig8,bsf,burst,237,0.2,193.6,0.1947,0.5209,0.1960,0.1850,5.0,164.2,0.000,0.000,0.000,152.1,0.534,0.0000
hover,fixed10,random,238,0.0,158.4,0.0043,0.0608,0.0000,0.0170,4.0,54.2,0.000,0.000,0.000,151.1,0.530,0.0000
hover,bsf,random,238,0.0,163.2,0.0032,0.0580,0.0000,0.2840,4.0,133.6,0.000,0.000,0.000,155.7,0.546,0.0000
hover,fixed10,random,238,0.2,161.0,0.1897,0.1979,0.1902,0.0310,5.0,66.1,0.000,0.000,0.000,153.6,0.539,0.0000
hover,bsf,random,238,0.2,158.8,0.1883,0.1963,0.1888,0.5440,5.0,162.8,0.000,0.000,0.000,151.5,0.532,0.0000
step,fixed10,random,238,0.0,156.7,0.0155,0.2746,0.0002,0.0170,4.0,54.2,0.000,0.000,0.000,149.5,0.525,0.0000
step,bsf,random,238,0.0,159.9,0.0156,0.2803,0.0003,0.3060,4.0,133.5,0.000,0.000,0.000,152.6,0.535,0.0000
step,fixed10,random,238,0.2,162.1,0.1897,0.3715,0.1902,0.0270,5.0,65.3,0.000,0.000,0.000,154.6,0.543,0.0000
step,bsf,random,238,0.2,158.2,0.1883,0.3648,0.1888,0.5420,5.0,162.5,0.000,0.000,0.000,151.0,0.530,0.0000
circle,fixed10,random,238,0.0,159.1,0.1210,1.5757,0.0426,0.0160,4.1,53.9,0.000,0.000,0.000,151.8,0.532,0.0012
circle,bsf,random,238,0.0,159.0,0.1029,1.5636,0.0476,0.3310,4.1,133.5,0.000,0.000,0.000,151.7,0.532,0.0010
circle,fixed10,random,238,0.2,155.9,0.2291,1.5824,0.1950,0.0320,5.0,65.6,0.000,0.000,0.000,148.7,0.522,0.0012
circle,bsf,random,238,0.2,160.1,0.2173,1.5679,0.1946,0.5500,5.1,162.8,0.000,0.000,0.000,152.8,0.536,0.0018
fig8,fixed10,random,238,0.0,159.0,0.0464,0.4557,0.0484,0.0160,4.0,53.7,0.000,0.000,0.000,151.7,0.532,0.0000
fig8,bsf,random,238,0.0,155.7,0.0446,0.4380,0.0540,0.3250,4.0,132.8,0.000,0.000,0.000,148.6,0.521,0.0000
fig8,fixed10,random,238,0.2,154.7,0.1966,0.5070,0.1961,0.0310,5.0,65.3,0.000,0.000,0.000,147.6,0.518,0.0000
fig8,bsf,random,238,0.2,154.1,0.1940,0.4470,0.1960,0.5800,5.0,163.5,0.000,0.000,0.000,147.1,0.516,0.0000
hover,fixed10,periodic,238,0.0,187.6,0.0114,0.0857,0.0007,0.2000,4.0,53.6,0.000,0.000,0.000,149.7,0.525,0.0000
hover,bsf,periodic,238,0.0,191.9,0.0032,0.0580,0.0000,0.2000,4.0,135.0,0.000,0.000,0.000,153.1,0.537,0.0000
hover,fixed10,periodic,238,0.2,191.4,0.4957,3.9881,0.4085,0.2000,5.2,65.6,0.000,0.000,0.000,152.8,0.536,0.0018
hover,bsf,periodic,238,0.2,194.2,0.1883,0.1963,0.1888,0.2040,5.0,164.0,0.000,0.000,0.000,155.0,0.544,0.0000
step,fixed10,periodic,238,0.0,187.5,0.0187,0.2746,0.0035,0.2000,4.0,53.3,0.000,0.000,0.000,149.6,0.525,0.0000
step,bsf,periodic,238,0.0,190.2,0.0156,0.2803,0.0003,0.2000,4.0,133.0,0.000,0.000,0.000,151.8,0.533,0.0000
step,fixed10,periodic,238,0.2,190.5,0.5227,3.9881,0.7066,0.2010,5.3,65.9,0.000,0.000,0.000,152.0,0.533,0.0077
step,bsf,periodic,238,0.2,192.6,0.1883,0.3648,0.1888,0.2000,5.0,161.8,0.000,0.000,0.000,153.7,0.539,0.0000
circle,fixed10,periodic,238,0.0,193.6,0.2450,1.5757,0.0891,0.2000,4.2,53.6,0.000,0.000,0.000,154.5,0.542,0.0015
circle,bsf,periodic,238,0.0,187.8,0.1017,1.5636,0.0476,0.2000,4.1,134.5,0.000,0.000,0.000,149.9,0.526,0.0014
circle,fixed10,periodic,238,0.2,187.9,0.8277,4.6693,1.7149,0.2050,5.6,66.3,0.000,0.000,0.000,150.0,0.526,0.0117
circle,bsf,periodic,238,0.2,189.5,0.2173,1.5679,0.1946,0.2010,5.1,162.7,0.000,0.000,0.000,151.2,0.531,0.0014
fig8,fixed10,periodic,238,0.0,191.5,0.1203,1.0086,0.0487,0.2000,4.1,53.7,0.000,0.000,0.000,152.8,0.536,0.0000
fig8,bsf,periodic,238,0.0,221.0,0.0446,0.4380,0.0540,0.2000,4.0,134.8,0.000,0.000,0.000,176.4,0.619,0.0000
fig8,fixed10,periodic,238,0.2,190.4,0.6883,4.5840,1.2280,0.2000,5.7,65.8,0.000,0.000,0.000,152.0,0.533,0.0163
fig8,bsf,periodic,238,0.2,190.7,0.1940,0.4470,0.1960,0.2000,5.0,163.0,0.000,0.000,0.000,152.2,0.534,0.0000
hover,fixed10,burst,238,0.0,191.9,0.0071,0.0757,0.0012,0.1810,4.0,53.7,0.000,0.000,0.000,150.3,0.528,0.0000
hover,bsf,burst,238,0.0,192.4,0.0032,0.0580,0.0000,0.1810,4.0,133.5,0.000,0.000,0.000,150.8,0.529,0.0000
hover,fixed10,burst,238,0.2,192.2,0.1898,0.2081,0.1905,0.1810,5.0,64.6,0.000,0.000,0.000,150.6,0.529,0.0000
hover,bsf,burst,238,0.2,189.9,0.1883,0.1963,0.1888,0.1830,5.0,164.4,0.000,0.000,0.000,148.8,0.522,0.0000
step,fixed10,burst,238,0.0,194.5,0.0165,0.2746,0.0034,0.1810,4.0,53.2,0.000,0.000,0.000,152.4,0.535,0.0000
step,bsf,burst,238,0.0,197.0,0.0156,0.2803,0.0003,0.1810,4.0,134.0,0.000,0.000,0.000,154.4,0.542,0.0000
step,fixed10,burst,238,0.2,196.5,0.1899,0.3715,0.1907,0.1810,5.0,64.9,0.000,0.000,0.000,154.0,0.540,0.0000
step,bsf,burst,238,0.2,198.5,0.1883,0.3648,0.1888,0.1830,5.0,163.3,0.000,0.000,0.000,155.5,0.546,0.0000
circle,fixed10,burst,238,0.0,198.5,265.5172,813.5847,655.9199,0.4540,9.9,55.1,0.000,0.000,0.000,155.6,0.546,0.1329
circle,bsf,burst,238,0.0,193.7,0.1018,1.5636,0.0476,0.1930,4.1,134.8,0.000,0.000,0.000,151.8,0.533,0.0014
circle,fixed10,burst,238,0.2,194.5,3732.4661,9401.8114,8243.0944,0.8330,16.2,231.0,0.000,0.000,0.000,152.4,0.535,0.3865
circle,bsf,burst,238,0.2,193.9,0.2175,1.5679,0.1947,0.1960,5.1,164.8,0.000,0.000,0.000,151.9,0.533,0.0019
fig8,fixed10,burst,238,0.0,191.8,504.6435,2080.2726,1445.6276,0.3980,8.7,54.5,0.000,0.000,0.000,150.3,0.527,0.0574
fig8,bsf,burst,238,0.0,193.2,0.0446,0.4380,0.0540,0.1810,4.0,134.2,0.000,0.000,0.000,151.4,0.531,0.0000
fig8,fixed10,burst,238,0.2,194.8,592.5238,2328.7281,1670.6888,0.4480,10.0,65.8,0.000,0.000,0.000,152.6,0.536,0.1774
fig8,bsf,burst,238,0.2,191.6,0.1940,0.4470,0.1960,0.1810,5.0,164.6,0.000,0.000,0.000,150.1,0.527,0.0000
hover,fixed10,random,239,0.0,162.3,0.0041,0.0582,0.0001,0.0180,4.0,53.6,0.000,0.000,0.000,151.7,0.532,0.0000
hover,bsf,random,239,0.0,164.1,0.0032,0.0578,0.0000,0.2690,4.0,133.8,0.000,0.000,0.000,153.4,0.538,0.0000
hover,fixed10,random,239,0.2,164.8,0.1897,0.1978,0.1902,0.0350,5.0,64.8,0.000,0.000,0.000,154.0,0.540,0.0000
hover,bsf,random,239,0.2,165.5,0.1883,0.1956,0.1888,0.4930,5.0,164.2,0.000,0.000,0.000,154.7,0.543,0.0000
step,fixed10,random,239,0.0,161.0,0.0154,0.2741,0.0003,0.0200,4.0,54.0,0.000,0.000,0.000,150.5,0.528,0.0000
step,bsf,random,239,0.0,167.9,0.0156,0.2803,0.0003,0.2500,4.0,134.7,0.000,0.000,0.000,157.0,0.551,0.0000
step,fixed10,random,239,0.2,168.2,0.1898,0.3719,0.1902,0.0330,5.0,65.0,0.000,0.000,0.000,157.3,0.552,0.0000
step,bsf,random,239,0.2,195.5,0.1884,0.3648,0.1888,0.2880,5.0,163.8,0.000,0.000,0.000,182.7,0.641,0.0000
circle,fixed10,random,239,0.0,169.0,20018.0459,45505.4497,40911.8543,0.9920,25.9,310.2,0.000,0.000,0.000,158.0,0.554,0.8792
circle,bsf,random,239,0.0,166.3,0.1047,1.6086,0.0476,0.2710,4.1,134.7,0.000,0.000,0.000,155.4,0.545,0.0013
circle,fixed10,random,239,0.2,162.4,0.2319,1.6319,0.1981,0.0380,5.0,66.1,0.000,0.000,0.000,151.8,0.533,0.0018
circle,bsf,random,239,0.2,162.0,0.2191,1.6131,0.1947,0.5270,5.1,163.7,0.000,0.000,0.000,151.4,0.531,0.0016
fig8,fixed10,random,239,0.0,160.2,0.0485,0.4921,0.0484,0.0210,4.0,54.2,0.000,0.000,0.000,149.8,0.526,0.0000
fig8,bsf,random,239,0.0,171.7,0.0455,0.4636,0.0540,0.2240,4.0,133.2,0.000,0.000,0.000,160.5,0.563,0.0000
fig8,fixed10,random,239,0.2,162.5,0.1973,0.5494,0.1961,0.0360,5.0,65.0,0.000,0.000,0.000,151.9,0.533,0.0000
fig8,bsf,random,239,0.2,163.4,0.1943,0.4728,0.1960,0.5170,5.0,164.6,0.000,0.000,0.000,152.7,0.536,0.0000
hover,fixed10,periodic,239,0.0,189.1,0.0085,0.0582,0.0005,0.2000,4.0,53.7,0.000,0.000,0.000,151.0,0.530,0.0000
hover,bsf,periodic,239,0.0,200.0,0.0032,0.0578,0.0000,0.2000,4.0,135.0,0.000,0.000,0.000,159.6,0.560,0.0000
hover,fixed10,periodic,239,0.2,189.2,0.5408,4.0528,0.5189,0.2010,5.2,65.2,0.000,0.000,0.000,151.0,0.530,0.0024
hover,bsf,periodic,239,0.2,191.5,0.1883,0.1956,0.1888,0.2010,5.0,164.7,0.000,0.000,0.000,152.9,0.536,0.0000
step,fixed10,periodic,239,0.0,186.7,0.0171,0.2746,0.0028,0.2000,4.0,54.5,0.000,0.000,0.000,149.0,0.523,0.0000
step,bsf,periodic,239,0.0,190.7,0.0156,0.2803,0.0003,0.2000,4.0,133.9,0.000,0.000,0.000,152.2,0.534,0.0000
step,fixed10,periodic,239,0.2,197.7,0.5905,4.0528,0.6983,0.2010,5.3,64.8,0.000,0.000,0.000,157.8,0.554,0.0038
step,bsf,periodic,239,0.2,190.9,0.1884,0.3648,0.1888,0.2010,5.0,163.6,0.000,0.000,0.000,152.3,0.535,0.0000
circle,fixed10,periodic,239,0.0,193.8,0.2555,1.6279,0.0864,0.2000,4.2,53.6,0.000,0.000,0.000,154.7,0.543,0.0014
circle,bsf,periodic,239,0.0,190.4,0.1041,1.6086,0.0476,0.2000,4.1,136.1,0.000,0.000,0.000,152.0,0.533,0.0013
circle,fixed10,periodic,239,0.2,194.6,0.8271,4.7523,1.9753,0.2040,5.8,65.5,0.000,0.000,0.000,155.3,0.545,0.0136
circle,bsf,periodic,239,0.2,193.8,0.2187,1.6132,0.1946,0.2010,5.1,162.8,0.000,0.000,0.000,154.7,0.543,0.0016
fig8,fixed10,periodic,239,0.0,187.8,0.1324,1.1028,0.0487,0.2000,4.1,54.2,0.000,0.000,0.000,149.9,0.526,0.0000
fig8,bsf,periodic,239,0.0,191.5,0.0455,0.4636,0.0540,0.2000,4.0,134.6,0.000,0.000,0.000,152.8,0.536,0.0000
fig8,fixed10,periodic,239,0.2,189.2,0.7388,4.6627,1.4728,0.2040,5.7,65.9,0.000,0.000,0.000,151.0,0.530,0.0155
fig8,bsf,periodic,239,0.2,192.4,0.1943,0.4728,0.1960,0.2010,5.0,164.0,0.000,0.000,0.000,153.6,0.539,0.0000
hover,fixed10,burst,239,0.0,221.9,0.0037,0.0582,0.0000,0.0010,4.0,54.0,0.000,0.000,0.000,149.3,0.524,0.0000
hover,bsf,burst,239,0.0,227.6,0.0032,0.0578,0.0000,0.0010,4.0,134.5,0.000,0.000,0.000,153.1,0.537,0.0000
hover,fixed10,burst,239,0.2,235.9,0.1897,0.1971,0.1902,0.0010,5.0,64.9,0.000,0.000,0.000,158.7,0.557,0.0000
hover,bsf,burst,239,0.2,228.6,0.1883,0.1956,0.1888,0.0010,5.0,163.6,0.000,0.000,0.000,153.8,0.540,0.0000
step,fixed10,burst,239,0.0,230.0,0.0153,0.2746,0.0002,0.0010,4.0,53.6,0.000,0.000,0.000,154.7,0.543,0.0000
step,bsf,burst,239,0.0,225.2,0.0156,0.2803,0.0003,0.0010,4.0,133.9,0.000,0.000,0.000,151.5,0.532,0.0000
step,fixed10,burst,239,0.2,226.1,0.1898,0.3715,0.1902,0.0010,5.0,65.0,0.000,0.000,0.000,152.1,0.534,0.0000
step,bsf,burst,239,0.2,225.4,0.1884,0.3648,0.1888,0.0010,5.0,163.6,0.000,0.000,0.000,151.6,0.532,0.0000
circle,fixed10,burst,239,0.0,226.5,0.1140,1.6216,0.0426,0.0010,4.0,53.5,0.000,0.000,0.000,152.4,0.535,0.0013
circle,bsf,burst,239,0.0,224.0,0.1042,1.6086,0.0476,0.0170,4.1,134.8,0.000,0.000,0.000,150.7,0.529,0.0013
circle,fixed10,burst,239,0.2,219.1,0.2249,1.6234,0.1950,0.0010,5.0,64.7,0.000,0.000,0.000,147.4,0.517,0.0013
circle,bsf,burst,239,0.2,235.4,0.2187,1.6132,0.1946,0.0170,5.1,162.3,0.000,0.000,0.000,158.3,0.556,0.0016
fig8,fixed10,burst,239,0.0,230.0,0.0454,0.4827,0.0484,0.0010,4.0,53.5,0.000,0.000,0.000,154.7,0.543,0.0000
fig8,bsf,burst,239,0.0,225.0,0.0455,0.4636,0.0540,0.0020,4.0,135.2,0.000,0.000,0.000,151.3,0.531,0.0000
fig8,fixed10,burst,239,0.2,223.9,0.1960,0.5017,0.1961,0.0010,5.0,64.5,0.000,0.000,0.000,150.7,0.529,0.0000
fig8,bsf,burst,239,0.2,223.2,0.1943,0.4728,0.1960,0.0040,5.0,163.5,0.000,0.000,0.000,150.1,0.527,0.0000
hover,fixed10,random,240,0.0,163.1,0.0037,0.0580,0.0000,0.0150,4.0,53.7,0.000,0.000,0.000,152.8,0.536,0.0000
hover,bsf,random,240,0.0,160.7,0.0032,0.0573,0.0000,0.3120,4.0,134.8,0.000,0.000,0.000,150.5,0.528,0.0000
hover,fixed10,random,240,0.2,163.4,0.1898,0.1958,0.1902,0.0290,5.0,65.3,0.000,0.000,0.000,153.0,0.537,0.0000
hover,bsf,random,240,0.2,158.9,0.1884,0.1941,0.1888,0.5270,5.0,163.7,0.000,0.000,0.000,148.8,0.522,0.0000
step,fixed10,random,240,0.0,163.5,0.0153,0.2746,0.0001,0.0120,4.0,53.1,0.000,0.000,0.000,153.1,0.537,0.0000
step,bsf,random,240,0.0,159.0,0.0156,0.2803,0.0003,0.3140,4.0,133.8,0.000,0.000,0.000,148.9,0.523,0.0000
step,fixed10,random,240,0.2,161.5,0.1899,0.3715,0.1902,0.0270,5.0,64.6,0.000,0.000,0.000,151.3,0.531,0.0000
step,bsf,random,240,0.2,162.4,0.1884,0.3648,0.1888,0.5100,5.0,164.2,0.000,0.000,0.000,152.1,0.534,0.0000
circle,fixed10,random,240,0.0,163.0,19002.5607,43758.6752,39235.1514,0.9780,24.5,298.1,0.000,0.000,0.000,152.7,0.536,0.9073
circle,bsf,random,240,0.0,161.6,0.1012,1.5618,0.0476,0.3210,4.1,134.6,0.000,0.000,0.000,151.3,0.531,0.0012
circle,fixed10,random,240,0.2,162.4,0.2236,1.5782,0.1950,0.0330,5.0,65.7,0.000,0.000,0.000,152.1,0.534,0.0014
circle,bsf,random,240,0.2,158.0,0.2169,1.5667,0.1946,0.5340,5.1,163.0,0.000,0.000,0.000,148.0,0.519,0.0013
fig8,fixed10,random,240,0.0,162.2,0.0471,0.5303,0.0484,0.0130,4.0,53.7,0.000,0.000,0.000,151.9,0.533,0.0000
fig8,bsf,random,240,0.0,161.1,0.0468,0.5093,0.0540,0.3020,4.0,134.4,0.000,0.000,0.000,150.9,0.530,0.0000
fig8,fixed10,random,240,0.2,160.7,0.1966,0.5451,0.1961,0.0290,5.0,65.1,0.000,0.000,0.000,150.5,0.528,0.0000
fig8,bsf,random,240,0.2,164.7,0.1947,0.5188,0.1960,0.4830,5.0,163.3,0.000,0.000,0.000,154.3,0.541,0.0000
hover,fixed10,periodic,240,0.0,189.9,0.0104,0.0774,0.0004,0.2000,4.0,53.7,0.000,0.000,0.000,151.5,0.532,0.0000
hover,bsf,periodic,240,0.0,192.1,0.0032,0.0573,0.0000,0.2000,4.0,134.0,0.000,0.000,0.000,153.3,0.538,0.0000
hover,fixed10,periodic,240,0.2,188.0,0.5398,4.1187,0.7683,0.2000,5.3,65.3,0.000,0.000,0.000,150.1,0.526,0.0069
hover,bsf,periodic,240,0.2,191.4,0.1884,0.1941,0.1888,0.2010,5.0,163.3,0.000,0.000,0.000,152.8,0.536,0.0000
step,fixed10,periodic,240,0.0,187.2,0.0181,0.2746,0.0025,0.2000,4.0,52.9,0.000,0.000,0.000,149.4,0.524,0.0000
step,bsf,periodic,240,0.0,191.3,0.0156,0.2803,0.0003,0.2000,4.0,133.5,0.000,0.000,0.000,152.7,0.536,0.0000
step,fixed10,periodic,240,0.2,197.9,0.5384,4.1187,0.5955,0.2000,5.2,65.6,0.000,0.000,0.000,158.0,0.554,0.0047
step,bsf,periodic,240,0.2,193.3,0.1884,0.3648,0.1888,0.2010,5.0,163.4,0.000,0.000,0.000,154.3,0.541,0.0000
circle,fixed10,periodic,240,0.0,190.1,0.2512,1.6195,0.0962,0.2000,4.2,53.3,0.000,0.000,0.000,151.7,0.532,0.0008
circle,bsf,periodic,240,0.0,189.7,0.1014,1.5618,0.0476,0.2000,4.1,134.4,0.000,0.000,0.000,151.4,0.531,0.0012
circle,fixed10,periodic,240,0.2,190.9,4104.1108,10404.2332,9107.0236,0.8340,16.7,232.0,0.000,0.000,0.000,152.3,0.535,0.5008
circle,bsf,periodic,240,0.2,194.0,0.2179,1.5667,0.1947,0.2010,5.1,162.8,0.000,0.000,0.000,154.9,0.543,0.0013
fig8,fixed10,periodic,240,0.0,196.9,0.1352,1.1184,0.0487,0.2000,4.1,53.9,0.000,0.000,0.000,157.2,0.551,0.0000
fig8,bsf,periodic,240,0.0,188.3,0.0468,0.5093,0.0540,0.2000,4.0,134.6,0.000,0.000,0.000,150.3,0.527,0.0000
fig8,fixed10,periodic,240,0.2,187.1,0.6881,4.7251,1.2269,0.2030,5.6,65.6,0.000,0.000,0.000,149.3,0.524,0.0102
fig8,bsf,periodic,240,0.2,197.2,0.1947,0.5188,0.1960,0.2000,5.0,164.6,0.000,0.000,0.000,157.4,0.552,0.0000
hover,fixed10,burst,240,0.0,198.4,0.0037,0.0580,0.0000,0.1510,4.0,53.6,0.000,0.000,0.000,151.3,0.531,0.0000
hover,bsf,burst,240,0.0,198.6,0.0032,0.0573,0.0000,0.1510,4.0,133.8,0.000,0.000,0.000,151.4,0.531,0.0000
hover,fixed10,burst,240,0.2,200.0,0.1898,0.1958,0.1902,0.1510,5.0,64.6,0.000,0.000,0.000,152.5,0.535,0.0000
hover,bsf,burst,240,0.2,200.3,0.1884,0.1941,0.1888,0.1510,5.0,162.0,0.000,0.000,0.000,152.7,0.536,0.0000
step,fixed10,burst,240,0.0,201.9,0.0153,0.2746,0.0001,0.1510,4.0,53.9,0.000,0.000,0.000,154.0,0.540,0.0000
step,bsf,burst,240,0.0,201.9,0.0156,0.2803,0.0003,0.1510,4.0,133.8,0.000,0.000,0.000,154.0,0.540,0.0000
step,fixed10,burst,240,0.2,202.2,0.1899,0.3715,0.1902,0.1510,5.0,64.6,0.000,0.000,0.000,154.2,0.541,0.0000
step,bsf,burst,240,0.2,203.6,0.1884,0.3648,0.1888,0.1520,5.0,163.9,0.000,0.000,0.000,155.3,0.545,0.0000
circle,fixed10,burst,240,0.0,198.3,0.1110,1.5762,0.0427,0.1510,4.0,53.5,0.000,0.000,0.000,151.2,0.531,0.0015
circle,bsf,burst,240,0.0,202.2,0.1014,1.5618,0.0476,0.1640,4.1,134.0,0.000,0.000,0.000,154.2,0.541,0.0012
circle,fixed10,burst,240,0.2,197.5,0.2294,1.5782,0.2192,0.1510,5.0,65.1,0.000,0.000,0.000,150.6,0.529,0.0014
circle,bsf,burst,240,0.2,195.0,0.2175,1.5667,0.1946,0.1640,5.0,163.6,0.000,0.000,0.000,148.7,0.522,0.0013
fig8,fixed10,burst,240,0.0,200.3,0.0482,0.5303,0.0486,0.1510,4.0,53.7,0.000,0.000,0.000,152.8,0.536,0.0000
fig8,bsf,burst,240,0.0,198.5,0.0468,0.5093,0.0540,0.1520,4.0,134.1,0.000,0.000,0.000,151.4,0.531,0.0000
fig8,fixed10,burst,240,0.2,198.9,0.2056,0.7066,0.2045,0.1510,5.0,64.7,0.000,0.000,0.000,151.7,0.532,0.0004
fig8,bsf,burst,240,0.2,204.7,0.1947,0.5188,0.1960,0.1520,5.0,162.7,0.000,0.000,0.000,156.1,0.548,0.0000
hover,fixed10,random,241,0.0,163.8,0.0026,0.0402,0.0000,0.0120,4.0,53.6,0.000,0.000,0.000,153.2,0.538,0.0000
hover,bsf,random,241,0.0,160.6,0.0022,0.0395,0.0000,0.2870,4.0,133.9,0.000,0.000,0.000,150.3,0.527,0.0000
hover,fixed10,random,241,0.2,165.9,0.1897,0.1970,0.1902,0.0170,5.0,64.2,0.000,0.000,0.000,155.2,0.544,0.0000
hover,bsf,random,241,0.2,161.7,0.1883,0.1956,0.1888,0.5210,5.0,163.8,0.000,0.000,0.000,151.2,0.531,0.0000
step,fixed10,random,241,0.0,163.6,0.0151,0.2746,0.0001,0.0130,4.0,54.0,0.000,0.000,0.000,153.0,0.537,0.0000
step,bsf,random,241,0.0,165.1,0.0154,0.2803,0.0003,0.2720,4.0,136.0,0.000,0.000,0.000,154.5,0.542,0.0000
step,fixed10,random,241,0.2,167.0,0.1898,0.3715,0.1902,0.0170,5.0,64.8,0.000,0.000,0.000,156.2,0.548,0.0000
step,bsf,random,241,0.2,165.3,0.1883,0.3648,0.1888,0.4920,5.0,163.4,0.000,0.000,0.000,154.6,0.543,0.0000
circle,fixed10,random,241,0.0,160.5,20193.7314,45923.6251,41298.4811,0.9910,24.5,296.2,0.000,0.000,0.000,150.1,0.527,0.8109
circle,bsf,random,241,0.0,160.1,0.1030,1.5879,0.0476,0.3180,4.1,135.1,0.000,0.000,0.000,149.8,0.526,0.0013
circle,fixed10,random,241,0.2,162.6,0.2248,1.6026,0.1953,0.0200,5.0,64.8,0.000,0.000,0.000,152.1,0.534,0.0013
circle,bsf,random,241,0.2,168.2,0.2181,1.5924,0.1947,0.4890,5.1,163.8,0.000,0.000,0.000,157.3,0.552,0.0019
fig8,fixed10,random,241,0.0,164.0,0.0450,0.4772,0.0484,0.0130,4.0,53.6,0.000,0.000,0.000,153.4,0.538,0.0000
fig8,bsf,random,241,0.0,161.6,0.0453,0.4584,0.0540,0.2850,4.0,134.5,0.000,0.000,0.000,151.1,0.530,0.0000
fig8,fixed10,random,241,0.2,163.8,0.1959,0.4937,0.1961,0.0180,5.0,64.8,0.000,0.000,0.000,153.3,0.538,0.0000
fig8,bsf,random,241,0.2,164.6,0.1942,0.4676,0.1960,0.4980,5.0,163.5,0.000,0.000,0.000,153.9,0.540,0.0000
hover,fixed10,periodic,241,0.0,185.8,0.0075,0.0564,0.0005,0.2000,4.0,53.7,0.000,0.000,0.000,148.3,0.520,0.0000
hover,bsf,periodic,241,0.0,190.5,0.0022,0.0395,0.0000,0.2000,4.0,135.0,0.000,0.000,0.000,152.1,0.534,0.0000
hover,fixed10,periodic,241,0.2,191.5,0.5153,4.0235,0.6014,0.2000,5.2,65.4,0.000,0.000,0.000,152.9,0.536,0.0037
hover,bsf,periodic,241,0.2,189.3,0.1883,0.1956,0.1888,0.2000,5.0,163.5,0.000,0.000,0.000,151.1,0.530,0.0000
step,fixed10,periodic,241,0.0,201.7,0.0167,0.2746,0.0027,0.1980,4.0,53.4,0.000,0.000,0.000,161.0,0.565,0.0000
step,bsf,periodic,241,0.0,193.2,0.0154,0.2803,0.0003,0.2000,4.0,133.4,0.000,0.000,0.000,154.2,0.541,0.0000
step,fixed10,periodic,241,0.2,189.0,0.5262,4.0235,0.6143,0.2000,5.3,65.3,0.000,0.000,0.000,150.9,0.529,0.0042
step,bsf,periodic,241,0.2,191.6,0.1883,0.3648,0.1888,0.2000,5.0,164.8,0.000,0.000,0.000,153.0,0.537,0.0000
