task,method,pattern,seed,mm,budget_mean,rmse,max_err,e95,timeout_rate,iter_mean,time_q50,gearL,gearM,gearH,calib_ms,budget_scale,safety_rate
circle,reactive,periodic,232,0.2,169.6,3471.8471,7566.9173,6873.1376,0.9440,18.3,204.4,0.964,0.032,0.004,135.4,0.475,0.1650
circle,fixed20,periodic,232,0.2,170.4,3660.0382,8173.9356,7377.7278,1.0000,8.0,225.0,0.000,0.000,0.000,136.0,0.477,0.0000
fig8,v3,periodic,232,0.0,175.5,4533.5123,10430.9942,9353.2184,0.9800,18.6,212.9,0.977,0.020,0.003,140.1,0.491,0.4504
fig8,reactive,periodic,232,0.0,171.4,16884.2328,39115.1326,34981.2607,0.9870,18.5,213.1,0.992,0.007,0.001,136.8,0.480,0.7648
fig8,fixed20,periodic,232,0.0,174.4,8811.1511,18375.9470,16978.5389,0.9990,7.9,233.9,0.000,0.000,0.000,139.2,0.488,0.4616
fig8,v3,periodic,232,0.2,174.9,17350.3925,40243.1081,36046.7027,0.9600,18.5,214.1,0.977,0.020,0.003,139.6,0.490,0.7385
fig8,reactive,periodic,232,0.2,174.4,4240.5110,9760.7369,8748.5724,0.9420,18.1,213.8,0.967,0.028,0.005,139.2,0.489,0.4046
fig8,fixed20,periodic,232,0.2,174.2,3660.0380,8173.9353,7377.7277,1.0000,7.9,233.7,0.000,0.000,0.000,139.1,0.488,0.0000
hover,v3,burst,232,0.0,180.7,0.0011,0.0182,0.0000,0.1830,4.0,49.6,0.994,0.003,0.003,141.6,0.497,0.0000
hover,reactive,burst,232,0.0,178.0,0.0012,0.0182,0.0000,0.1830,4.0,123.4,0.176,0.014,0.810,139.5,0.489,0.0000
hover,fixed20,burst,232,0.0,178.0,0.0011,0.0182,0.0000,0.1810,4.0,123.5,0.000,0.000,0.000,139.5,0.489,0.0000
hover,v3,burst,232,0.2,178.4,0.1897,0.1965,0.1902,0.1830,5.0,60.4,0.993,0.004,0.003,139.8,0.491,0.0000
hover,reactive,burst,232,0.2,173.7,0.1884,0.1975,0.1889,0.1830,5.0,144.3,0.176,0.014,0.810,136.1,0.478,0.0000
hover,fixed20,burst,232,0.2,179.9,0.1883,0.1949,0.1888,0.1810,5.0,151.5,0.000,0.000,0.000,140.9,0.494,0.0000
step,v3,burst,232,0.0,179.2,0.0149,0.2746,0.0001,0.1830,4.0,49.8,0.994,0.003,0.003,140.4,0.493,0.0000
step,reactive,burst,232,0.0,180.7,0.0153,0.2803,0.0002,0.1830,4.0,122.7,0.176,0.014,0.810,141.6,0.497,0.0000
step,fixed20,burst,232,0.0,178.8,0.0153,0.2803,0.0002,0.1810,4.0,120.4,0.000,0.000,0.000,140.1,0.491,0.0000
step,v3,burst,232,0.2,174.3,0.1898,0.3715,0.1902,0.1830,5.0,56.8,0.993,0.004,0.003,136.5,0.479,0.0000
step,reactive,burst,232,0.2,173.5,0.1884,0.3648,0.1890,0.1830,5.0,143.6,0.176,0.014,0.810,135.9,0.477,0.0000
step,fixed20,burst,232,0.2,175.4,0.1884,0.3648,0.1888,0.1810,5.0,144.8,0.000,0.000,0.000,137.4,0.482,0.0000
circle,v3,burst,232,0.0,178.5,24723.7873,53342.9946,48737.0930,0.9990,18.9,214.2,0.993,0.004,0.003,139.9,0.491,0.5712
circle,reactive,burst,232,0.0,178.7,4357.3320,9742.5357,8791.3232,0.9660,18.6,214.0,0.984,0.014,0.002,140.0,0.491,0.4548
circle,fixed20,burst,232,0.0,177.9,13625.0832,26281.6858,25069.9350,0.9990,7.9,233.8,0.000,0.000,0.000,139.4,0.489,0.5166
circle,v3,burst,232,0.2,173.5,350.8948,799.2170,729.5058,0.6700,13.2,204.7,0.993,0.004,0.003,136.0,0.477,0.1593
circle,reactive,burst,232,0.2,177.7,17855.1333,41278.3885,36986.6080,0.9770,17.8,214.4,0.984,0.015,0.001,139.2,0.488,0.8771
circle,fixed20,burst,232,0.2,197.8,3660.0382,8173.9356,7377.7278,1.0000,7.5,249.4,0.000,0.000,0.000,155.0,0.544,0.0000
fig8,v3,burst,232,0.0,189.8,4205.7377,10541.7926,9672.5600,0.6580,12.7,224.3,0.993,0.004,0.003,148.7,0.522,0.2270
fig8,reactive,burst,232,0.0,200.8,17035.9984,39812.5345,35560.2406,0.9530,19.3,242.0,0.980,0.017,0.003,157.4,0.552,0.6456
fig8,fixed20,burst,232,0.0,189.1,5876.3677,16169.5171,13875.0056,0.6990,6.1,229.2,0.000,0.000,0.000,148.2,0.520,0.1982
fig8,v3,burst,232,0.2,212.0,3492.4670,8037.8992,7630.3838,0.6560,14.0,250.2,0.993,0.004,0.003,166.1,0.583,0.1380
fig8,reactive,burst,232,0.2,196.7,6997.1176,15844.4854,14252.7560,0.9540,18.2,236.5,0.974,0.018,0.008,154.1,0.541,0.5868
fig8,fixed20,burst,232,0.2,203.4,6724.1088,18161.7105,15697.5534,0.7010,6.7,247.7,0.000,0.000,0.000,159.4,0.559,0.2783
hover,v3,random,233,0.0,168.1,0.0034,0.0561,0.0001,0.0160,4.0,55.4,0.987,0.010,0.003,157.4,0.552,0.0000
hover,reactive,random,233,0.0,170.8,17594.9166,38509.0238,35083.4743,0.9730,24.1,313.8,0.968,0.009,0.023,159.9,0.561,0.3741
hover,fixed20,random,233,0.0,166.4,20930.8996,47002.1679,42470.3971,0.9750,9.5,314.6,0.000,0.000,0.000,155.8,0.547,0.5390
hover,v3,random,233,0.2,169.9,0.1899,0.2046,0.1902,0.0280,5.0,68.6,0.993,0.004,0.003,159.1,0.558,0.0000
hover,reactive,random,233,0.2,171.2,5499.6716,12678.4680,11363.1389,0.9620,23.6,314.0,0.972,0.017,0.011,160.3,0.562,0.4753
hover,fixed20,random,233,0.2,178.7,7807.5898,17155.1594,15569.6116,0.9960,10.2,337.9,0.000,0.000,0.000,167.3,0.587,0.1735
step,v3,random,233,0.0,171.9,0.0150,0.2769,0.0003,0.0150,4.0,56.4,0.985,0.012,0.003,161.0,0.565,0.0000
step,reactive,random,233,0.0,166.3,5273.6785,11738.2901,10601.2646,0.9720,23.2,305.2,0.973,0.009,0.018,155.7,0.546,0.5575
step,fixed20,random,233,0.0,164.6,6239.3120,13502.5786,12353.4280,0.9760,9.2,314.2,0.000,0.000,0.000,154.1,0.541,0.1690
step,v3,random,233,0.2,173.8,0.1900,0.3649,0.1902,0.0290,5.0,70.9,0.992,0.004,0.004,162.7,0.571,0.0000
step,reactive,random,233,0.2,170.7,6328.3814,14267.4933,12851.6089,0.9820,24.2,313.4,0.978,0.012,0.010,159.9,0.561,0.4003
step,fixed20,random,233,0.2,177.1,7807.8056,17155.4603,15569.9101,0.9960,10.1,335.2,0.000,0.000,0.000,165.8,0.582,0.1735
circle,v3,random,233,0.0,175.4,10578.7243,24236.8341,21750.6120,0.9940,25.3,321.9,0.993,0.004,0.003,164.2,0.576,0.5535
circle,reactive,random,233,0.0,174.3,7159.8745,15887.8286,14344.1809,0.9960,25.0,320.0,0.997,0.003,0.000,163.2,0.573,0.5322
circle,fixed20,random,233,0.0,169.4,9233.2743,21083.7756,18920.8825,0.9990,9.6,320.7,0.000,0.000,0.000,158.7,0.557,0.4900
circle,v3,random,233,0.2,180.5,8306.6712,16724.5676,15199.6836,0.9990,26.2,331.5,0.993,0.004,0.003,169.0,0.593,0.4980
circle,reactive,random,233,0.2,168.1,7472.0376,16666.0473,15046.6185,0.9970,24.4,308.7,0.997,0.003,0.000,157.4,0.552,0.4307
circle,fixed20,random,233,0.2,188.1,3659.0558,8172.1649,7376.0477,1.0000,10.7,354.0,0.000,0.000,0.000,176.2,0.618,0.0000
fig8,v3,random,233,0.0,162.7,11581.3503,18439.2029,18288.7120,0.9990,24.6,298.9,0.993,0.004,0.003,152.3,0.534,0.2385
fig8,reactive,random,233,0.0,166.4,11244.4733,24566.2505,22289.3450,0.9870,24.6,305.5,0.987,0.010,0.003,155.8,0.547,0.6168
fig8,fixed20,random,233,0.0,157.9,10893.2529,22626.7994,20446.8398,0.9970,9.2,300.7,0.000,0.000,0.000,147.8,0.519,0.2809
fig8,v3,random,233,0.2,171.4,7452.6047,16428.9489,14869.9642,0.9940,25.6,313.7,0.993,0.004,0.003,160.5,0.563,0.5936
fig8,reactive,random,233,0.2,163.3,15974.1522,35697.1085,32215.6775,0.9940,24.3,299.5,0.994,0.005,0.001,152.9,0.537,0.5359
fig8,fixed20,random,233,0.2,163.1,1506.3522,3352.7396,3018.9463,0.9980,9.4,310.3,0.000,0.000,0.000,152.7,0.536,0.1748
hover,v3,periodic,233,0.0,195.9,0.0081,0.0561,0.0005,0.2000,4.0,54.3,0.993,0.004,0.003,156.3,0.549,0.0000
hover,reactive,periodic,233,0.0,190.7,0.0083,0.0561,0.0019,0.2010,4.0,135.8,0.191,0.020,0.789,152.3,0.534,0.0000
hover,fixed20,periodic,233,0.0,196.1,0.0081,0.0561,0.0006,0.2000,4.0,140.2,0.000,0.000,0.000,156.5,0.549,0.0000
hover,v3,periodic,233,0.2,194.1,1.1939,7.7082,2.0472,0.2120,5.9,68.0,0.993,0.004,0.003,154.9,0.544,0.0124
hover,reactive,periodic,233,0.2,200.1,3351.7658,8342.9142,7335.3955,0.8350,16.4,243.7,0.835,0.021,0.144,159.7,0.560,0.4291
hover,fixed20,periodic,233,0.2,195.6,3658.6828,8171.6647,7375.5478,1.0000,7.5,251.2,0.000,0.000,0.000,156.1,0.548,0.0000
step,v3,periodic,233,0.0,226.0,0.3389,2.8615,0.0731,0.0780,4.3,57.0,0.993,0.004,0.003,180.4,0.633,0.0043
step,reactive,periodic,233,0.0,200.0,0.0173,0.2803,0.0075,0.2010,4.0,142.3,0.191,0.020,0.789,159.6,0.560,0.0000
step,fixed20,periodic,233,0.0,209.4,0.0173,0.2803,0.0035,0.2000,4.0,145.9,0.000,0.000,0.000,167.1,0.586,0.0000
step,v3,periodic,233,0.2,202.7,0.7341,5.3630,0.9293,0.2070,5.4,71.3,0.993,0.004,0.003,161.8,0.568,0.0071
step,reactive,periodic,233,0.2,208.4,5393.5087,13014.2812,11536.9514,0.8960,17.9,254.2,0.909,0.027,0.064,166.3,0.584,0.5044
step,fixed20,periodic,233,0.2,199.1,3659.0555,8172.1647,7376.0478,1.0000,7.3,255.3,0.000,0.000,0.000,159.0,0.558,0.0000
circle,v3,periodic,233,0.0,202.3,0.3853,3.0952,0.2409,0.2050,4.3,55.9,0.993,0.004,0.003,161.5,0.566,0.0058
circle,reactive,periodic,233,0.0,205.4,20993.7635,47353.1702,42654.6930,0.9970,19.2,252.2,0.999,0.001,0.000,164.0,0.575,0.7268
circle,fixed20,periodic,233,0.0,196.4,7206.6923,16804.6137,15058.2992,0.9990,7.2,251.8,0.000,0.000,0.000,156.7,0.550,0.4578
circle,v3,periodic,233,0.2,219.8,3418.5976,8259.9197,7322.8770,0.9100,19.0,268.5,0.993,0.004,0.003,175.4,0.616,0.3241
circle,reactive,periodic,233,0.2,196.3,11053.1055,25552.1578,22889.5190,0.9610,18.4,240.5,0.985,0.012,0.003,156.6,0.550,0.5464
circle,fixed20,periodic,233,0.2,190.0,3659.0558,8172.1649,7376.0477,1.0000,7.2,242.3,0.000,0.000,0.000,151.6,0.532,0.0000
fig8,v3,periodic,233,0.0,206.6,0.3483,3.3014,0.0768,0.2040,4.2,56.6,0.993,0.004,0.003,164.9,0.579,0.0060
fig8,reactive,periodic,233,0.0,188.7,17171.3888,40110.5489,35825.1998,0.9710,18.0,231.3,0.994,0.006,0.000,150.6,0.529,0.8530
fig8,fixed20,periodic,233,0.0,217.1,8989.0290,18908.5910,17269.6202,0.9990,8.3,277.2,0.000,0.000,0.000,173.3,0.608,0.4710
fig8,v3,periodic,233,0.2,199.5,15138.2104,36421.4263,32317.5701,0.9220,17.9,243.8,0.993,0.004,0.003,159.3,0.559,0.7731
fig8,reactive,periodic,233,0.2,200.1,6002.7884,13624.7762,12254.6271,0.9680,18.8,245.1,0.991,0.009,0.000,159.7,0.560,0.5533
fig8,fixed20,periodic,233,0.2,195.4,3659.0557,8172.1647,7376.0478,1.0000,7.3,250.8,0.000,0.000,0.000,155.9,0.547,0.0000
hover,v3,burst,233,0.0,202.8,4471.3066,9755.7975,8813.8741,0.9750,18.6,243.9,0.994,0.003,0.003,158.9,0.558,0.4408
hover,reactive,burst,233,0.0,230.2,5912.4622,12657.8265,11567.6859,0.9740,20.8,276.2,0.975,0.003,0.022,180.4,0.633,0.1707
hover,fixed20,burst,233,0.0,207.7,4144.1394,9411.4633,8463.3149,0.9750,7.4,261.4,0.000,0.000,0.000,162.7,0.571,0.1598
hover,v3,burst,233,0.2,216.0,5500.0479,12478.8623,11223.3681,0.9760,19.8,259.4,0.993,0.004,0.003,169.3,0.594,0.3063
hover,reactive,burst,233,0.2,203.5,4449.8875,10081.7404,9071.9420,0.9770,18.4,244.5,0.975,0.003,0.022,159.4,0.559,0.1631
hover,fixed20,burst,233,0.2,190.4,4038.1197,9201.2913,8267.8030,0.9750,6.8,238.7,0.000,0.000,0.000,149.2,0.523,0.1553
step,v3,burst,233,0.0,199.4,4424.0563,10010.1603,9009.7133,0.9770,18.1,240.0,0.994,0.003,0.003,156.2,0.548,0.1635
step,reactive,burst,233,0.0,200.2,12515.8735,30137.7560,26734.6209,0.9700,19.0,240.9,0.975,0.003,0.022,156.9,0.550,0.6189
step,fixed20,burst,233,0.0,200.2,4144.5012,9411.9600,8463.8112,0.9750,7.3,252.0,0.000,0.000,0.000,156.9,0.550,0.1598
step,v3,burst,233,0.2,186.7,4347.9698,9844.1388,8859.2321,0.9770,17.6,224.8,0.993,0.004,0.003,146.3,0.513,0.1632
step,reactive,burst,233,0.2,204.0,4450.2406,10082.2206,9072.4223,0.9770,18.6,245.3,0.975,0.003,0.022,159.8,0.561,0.1631
step,fixed20,burst,233,0.2,213.9,4038.4769,9201.7862,8268.2973,0.9750,7.8,265.5,0.000,0.000,0.000,167.6,0.588,0.1553
circle,v3,burst,233,0.0,206.2,5403.4743,12227.5098,11000.6655,0.9790,20.2,248.0,0.993,0.004,0.003,161.6,0.567,0.1661
circle,reactive,burst,233,0.0,185.2,5584.1549,12194.2149,11061.5039,0.9910,19.8,223.6,0.998,0.002,0.000,145.1,0.509,0.5888
circle,fixed20,burst,233,0.0,184.0,17091.3425,37398.8111,34279.6787,0.9990,7.7,232.3,0.000,0.000,0.000,144.2,0.506,0.5311
circle,v3,burst,233,0.2,196.6,12895.6320,26072.4111,24324.0345,0.9800,21.3,234.2,0.993,0.004,0.003,154.1,0.541,0.2488
circle,reactive,burst,233,0.2,175.9,11748.8454,25737.1860,23288.3174,0.9880,19.3,213.5,0.990,0.010,0.000,137.9,0.484,0.5229
circle,fixed20,burst,233,0.2,191.9,8907.4195,18167.8280,16453.7112,0.9990,7.9,239.9,0.000,0.000,0.000,150.3,0.528,0.5398
fig8,v3,burst,233,0.0,198.3,12922.2454,28795.2135,26099.5861,0.9690,20.9,236.9,0.993,0.004,0.003,155.4,0.545,0.1466
fig8,reactive,burst,233,0.0,177.1,12469.9382,27577.5830,24917.4882,0.9890,19.7,214.4,0.989,0.008,0.003,138.8,0.487,0.5853
fig8,fixed20,burst,233,0.0,172.4,4366.8410,9829.1144,8860.9032,0.9760,7.8,225.7,0.000,0.000,0.000,135.1,0.474,0.1518
fig8,v3,burst,233,0.2,176.0,12058.7998,23428.5288,21822.0061,0.9770,19.6,211.5,0.994,0.003,0.003,137.9,0.484,0.3003
fig8,reactive,burst,233,0.2,174.8,8232.4387,16869.8557,15673.5708,0.9780,19.3,213.6,0.975,0.005,0.020,137.0,0.481,0.1646
fig8,fixed20,burst,233,0.2,173.3,4632.0431,10292.6868,9286.9778,0.9760,7.0,207.9,0.000,0.000,0.000,135.8,0.477,0.1546
hover,v3,random,234,0.0,146.7,0.0022,0.0362,0.0000,0.0170,4.0,50.1,0.994,0.003,0.003,139.7,0.490,0.0000
hover,reactive,random,234,0.0,147.9,17562.0835,40948.7135,36604.4511,0.9480,23.5,279.0,0.948,0.037,0.015,140.8,0.494,0.8880
hover,fixed20,random,234,0.0,146.9,16543.1606,35425.1846,32461.8606,0.9880,9.9,289.3,0.000,0.000,0.000,139.9,0.491,0.2929
hover,v3,random,234,0.2,145.3,0.1898,0.1966,0.1902,0.0200,5.0,56.9,0.993,0.004,0.003,138.4,0.486,0.0000
hover,reactive,random,234,0.2,143.1,9897.4460,22353.8353,20129.4374,0.9670,23.7,265.4,0.970,0.024,0.006,136.3,0.478,0.4544
hover,fixed20,random,234,0.2,146.8,14317.9562,27983.0532,26259.9154,0.9930,9.9,289.0,0.000,0.000,0.000,139.8,0.491,0.3897
step,v3,random,234,0.0,147.7,0.0150,0.2746,0.0005,0.0170,4.0,49.6,0.994,0.003,0.003,140.7,0.494,0.0000
step,reactive,random,234,0.0,146.9,15744.4814,37548.4952,33387.3813,0.9500,23.3,274.0,0.944,0.039,0.017,139.9,0.491,0.8926
step,fixed20,random,234,0.0,147.6,16543.3300,35425.4253,32462.0972,0.9880,9.9,287.5,0.000,0.000,0.000,140.6,0.493,0.2929
step,v3,random,234,0.2,147.3,0.1899,0.3715,0.1902,0.0220,5.0,60.2,0.993,0.004,0.003,140.3,0.492,0.0000
step,reactive,random,234,0.2,147.7,12093.0771,27715.3480,24704.6831,0.9670,23.6,273.8,0.970,0.024,0.006,140.6,0.494,0.6000
step,fixed20,random,234,0.2,147.0,14318.1788,27983.3982,26260.2468,0.9930,9.9,288.0,0.000,0.000,0.000,140.0,0.491,0.3897
circle,v3,random,234,0.0,146.2,14440.5494,34670.8240,30741.3913,0.9970,24.5,276.5,0.993,0.004,0.003,139.2,0.489,0.6557
circle,reactive,random,234,0.0,146.8,7300.0015,16304.4618,14715.4526,0.9980,24.5,277.5,0.999,0.001,0.000,139.8,0.491,0.6326
circle,fixed20,random,234,0.0,146.3,7884.8249,17068.7923,15418.0877,0.9990,10.0,289.1,0.000,0.000,0.000,139.4,0.489,0.5770
circle,v3,random,234,0.2,147.5,8557.9051,17571.8315,16260.6805,0.9990,24.7,278.0,0.993,0.004,0.003,140.5,0.493,0.5431
circle,reactive,random,234,0.2,147.1,19066.7515,37135.5709,35003.2258,0.9990,24.5,277.6,0.999,0.001,0.000,140.1,0.492,0.5708
circle,fixed20,random,234,0.2,142.7,3658.9803,8172.0358,7375.9243,1.0000,10.0,275.8,0.000,0.000,0.000,136.0,0.477,0.0000
fig8,v3,random,234,0.0,143.2,17890.1522,35841.1982,33529.9870,0.9990,25.2,263.9,0.993,0.004,0.003,136.4,0.479,0.1890
fig8,reactive,random,234,0.0,142.8,9140.0276,21078.5678,18890.4841,0.9790,24.4,264.2,0.982,0.017,0.001,136.0,0.477,0.5486
fig8,fixed20,random,234,0.0,146.8,9720.3068,20207.1857,18344.2325,0.9990,9.6,289.5,0.000,0.000,0.000,139.8,0.491,0.3258
fig8,v3,random,234,0.2,149.3,0.2069,0.8045,0.1961,0.0260,5.0,63.3,0.993,0.004,0.003,142.2,0.499,0.0000
fig8,reactive,random,234,0.2,163.5,11760.7501,26187.7442,23680.5193,0.9890,25.5,305.4,0.990,0.008,0.002,155.7,0.546,0.6170
fig8,fixed20,random,234,0.2,166.4,19366.8654,42655.8888,38687.2802,0.9990,10.7,320.7,0.000,0.000,0.000,158.5,0.556,0.1770
hover,v3,periodic,234,0.0,205.3,0.0030,0.0362,0.0000,0.0920,4.0,87.1,0.196,0.801,0.003,163.8,0.575,0.0000
hover,reactive,periodic,234,0.0,181.4,0.0037,0.0362,0.0003,0.2010,4.0,123.8,0.191,0.020,0.789,144.8,0.508,0.0000
hover,fixed20,periodic,234,0.0,176.3,0.0037,0.0362,0.0001,0.2000,4.0,126.6,0.000,0.000,0.000,140.7,0.494,0.0000
hover,v3,periodic,234,0.2,180.1,0.9334,5.8213,2.2384,0.2160,5.9,61.1,0.977,0.020,0.003,143.7,0.504,0.0150
hover,reactive,periodic,234,0.2,181.4,9561.7773,20218.3890,18786.5600,0.8390,14.7,221.0,0.838,0.019,0.143,144.8,0.508,0.4245
hover,fixed20,periodic,234,0.2,219.3,3658.6073,8171.5355,7375.4242,1.0000,5.4,295.8,0.000,0.000,0.000,175.1,0.614,0.0000
step,v3,periodic,234,0.0,398.7,0.0157,0.2798,0.0023,0.0130,4.0,164.7,0.196,0.800,0.004,318.2,1.117,0.0000
step,reactive,periodic,234,0.0,362.0,8014.9060,18242.9770,16198.7840,0.9320,22.6,440.3,0.995,0.005,0.000,288.9,1.014,0.5171
step,fixed20,periodic,234,0.0,275.6,0.0157,0.2803,0.0017,0.2000,4.0,236.8,0.000,0.000,0.000,220.0,0.772,0.0000
step,v3,periodic,234,0.2,325.6,0.8732,6.3165,1.0655,0.2070,5.6,99.7,0.991,0.005,0.004,259.9,0.912,0.0104
step,reactive,periodic,234,0.2,352.1,7332.0848,20349.5541,17324.9846,0.7530,17.7,424.5,0.756,0.022,0.222,281.0,0.986,0.5853
step,fixed20,periodic,234,0.2,285.3,3658.9800,8172.0355,7375.9242,1.0000,8.4,361.5,0.000,0.000,0.000,227.7,0.799,0.0000
circle,v3,periodic,234,0.0,260.6,0.4247,3.5721,0.0939,0.0720,4.3,63.4,0.992,0.004,0.004,208.0,0.730,0.0065
circle,reactive,periodic,234,0.0,238.7,6159.7877,14376.6546,12846.9578,0.9860,17.8,292.9,0.998,0.002,0.000,190.5,0.668,0.6182
circle,fixed20,periodic,234,0.0,368.7,11128.8059,25144.3112,22635.5095,0.9990,8.6,465.6,0.000,0.000,0.000,294.3,1.033,0.4896
circle,v3,periodic,234,0.2,286.5,6612.9192,16057.3295,14226.8676,0.9140,22.4,348.1,0.991,0.005,0.004,228.6,0.802,0.5557
circle,reactive,periodic,234,0.2,232.9,7607.2293,17393.6294,15619.1005,0.9800,20.0,284.8,0.998,0.002,0.000,185.9,0.652,0.6099
circle,fixed20,periodic,234,0.2,270.8,3658.9803,8172.0358,7375.9243,1.0000,6.4,346.0,0.000,0.000,0.000,216.2,0.758,0.0000
fig8,v3,periodic,234,0.0,347.8,0.2846,2.8227,0.0603,0.0370,4.2,77.1,0.991,0.005,0.004,277.6,0.974,0.0050
fig8,reactive,periodic,234,0.0,423.4,9165.8530,24060.8744,20816.8127,0.9130,37.5,509.5,0.991,0.009,0.000,338.0,1.186,0.7617
fig8,fixed20,periodic,234,0.0,175.7,9105.4937,19104.2972,17515.0288,0.9990,7.9,234.1,0.000,0.000,0.000,140.2,0.492,0.4712
fig8,v3,periodic,234,0.2,179.1,2069.2721,4257.5782,3884.7686,0.9680,19.3,222.9,0.977,0.020,0.003,142.9,0.501,0.3138
fig8,reactive,periodic,234,0.2,175.0,5979.8205,14163.5217,12615.8962,0.9240,17.6,215.3,0.932,0.009,0.059,139.6,0.490,0.4230
fig8,fixed20,periodic,234,0.2,176.0,3658.9802,8172.0355,7375.9242,1.0000,7.9,234.2,0.000,0.000,0.000,140.5,0.493,0.0000
hover,v3,burst,234,0.0,168.7,2065.5760,5590.5281,4865.4095,0.6930,12.9,213.1,0.994,0.003,0.003,139.9,0.491,0.2688
hover,reactive,burst,234,0.0,169.8,1509.7111,4638.4739,3698.3711,0.6930,12.9,212.6,0.713,0.010,0.277,140.8,0.494,0.3819
hover,fixed20,burst,234,0.0,169.9,1336.3778,3772.2824,3190.0064,0.7170,6.4,233.5,0.000,0.000,0.000,140.8,0.494,0.0954
hover,v3,burst,234,0.2,169.1,5011.6348,15005.7186,12429.3205,0.6900,13.4,211.8,0.993,0.004,0.003,140.2,0.492,0.4496
hover,reactive,burst,234,0.2,168.5,2237.5355,6261.9798,5325.0982,0.7190,13.7,214.3,0.716,0.008,0.276,139.7,0.490,0.1039
hover,fixed20,burst,234,0.2,165.2,1602.1361,4534.6969,3836.3190,0.7170,6.9,224.8,0.000,0.000,0.000,136.9,0.481,0.1040
step,v3,burst,234,0.0,163.8,0.5745,3.4223,1.0543,0.2510,4.6,47.1,0.994,0.003,0.003,135.8,0.477,0.0153
step,reactive,burst,234,0.0,163.8,5051.1056,15140.8875,12538.5237,0.7060,13.2,203.9,0.714,0.009,0.277,135.8,0.477,0.4600
step,fixed20,burst,234,0.0,165.0,1333.2393,3765.0811,3183.3511,0.7170,6.4,223.8,0.000,0.000,0.000,136.8,0.480,0.0952
step,v3,burst,234,0.2,164.2,5084.4115,15199.6266,12589.4286,0.7090,14.0,209.6,0.993,0.004,0.003,136.1,0.478,0.4904
step,reactive,burst,234,0.2,162.7,2219.1540,6212.5619,5283.5111,0.7190,13.9,202.3,0.716,0.008,0.276,134.9,0.473,0.1042
step,fixed20,burst,234,0.2,163.4,1597.3196,4519.6404,3824.2667,0.7170,6.8,224.9,0.000,0.000,0.000,135.5,0.475,0.1038
circle,v3,burst,234,0.0,164.4,4918.0827,10621.7843,9650.1359,0.9950,19.9,211.7,0.993,0.004,0.003,136.3,0.478,0.5405
circle,reactive,burst,234,0.0,164.1,4349.7208,9951.9475,8935.6994,0.9590,18.8,204.8,0.992,0.008,0.000,136.0,0.477,0.4875
circle,fixed20,burst,234,0.0,165.2,13486.1859,26690.9813,25245.9719,0.9990,8.0,225.6,0.000,0.000,0.000,137.0,0.481,0.5301
circle,v3,burst,234,0.2,164.6,4985.8849,14827.7807,12357.8808,0.7220,14.7,205.8,0.993,0.004,0.003,136.4,0.479,0.4230
circle,reactive,burst,234,0.2,163.3,5059.9942,10462.1890,9545.9930,0.9640,18.8,204.2,0.976,0.022,0.002,135.4,0.475,0.4332
circle,fixed20,burst,234,0.2,163.7,8617.8279,17738.1109,16371.6502,0.9990,7.8,224.7,0.000,0.000,0.000,135.7,0.476,0.5431
fig8,v3,burst,234,0.0,169.6,1172.8666,2897.3357,2567.0762,0.7210,14.1,213.4,0.993,0.004,0.003,140.6,0.493,0.1559
fig8,reactive,burst,234,0.0,164.7,6170.6962,14081.3414,12648.5813,0.9770,19.5,213.3,0.988,0.009,0.003,136.5,0.479,0.5223
fig8,fixed20,burst,234,0.0,163.4,1747.8305,4721.2266,4055.4822,0.7200,6.7,225.0,0.000,0.000,0.000,135.5,0.475,0.1127
fig8,v3,burst,234,0.2,163.0,1643.9031,4318.2037,3768.7319,0.7210,14.5,203.0,0.993,0.004,0.003,135.1,0.474,0.1433
fig8,reactive,burst,234,0.2,164.1,5720.7902,12749.9407,11509.8147,0.9840,18.8,205.2,0.981,0.011,0.008,136.1,0.478,0.3238
fig8,fixed20,burst,234,0.2,165.6,1684.1044,4568.9597,3918.3714,0.7200,7.0,225.1,0.000,0.000,0.000,137.3,0.482,0.1113
hover,v3,random,235,0.0,145.3,0.0037,0.0604,0.0000,0.0170,4.0,47.2,0.993,0.004,0.003,135.9,0.477,0.0000
hover,reactive,random,235,0.0,145.8,3376.0809,7385.6034,6693.3692,0.9830,24.4,264.8,0.982,0.012,0.006,136.3,0.478,0.4908
hover,fixed20,random,235,0.0,145.1,5142.1590,11448.7232,10337.7651,0.9970,9.0,276.6,0.000,0.000,0.000,135.7,0.476,0.1108
hover,v3,random,235,0.2,145.6,0.1900,0.2172,0.1902,0.0350,5.0,58.5,0.993,0.004,0.003,136.1,0.478,0.0000
hover,reactive,random,235,0.2,145.1,9534.0389,20663.7111,18838.0068,0.9850,24.5,264.9,0.982,0.014,0.004,135.7,0.476,0.3641
hover,fixed20,random,235,0.2,144.9,4673.3316,10478.7269,9453.5805,0.9970,10.0,278.8,0.000,0.000,0.000,135.6,0.476,0.1092
step,v3,random,235,0.0,146.7,0.0151,0.2746,0.0002,0.0180,4.0,46.8,0.993,0.004,0.003,137.2,0.481,0.0000
step,reactive,random,235,0.0,146.1,3376.4460,7386.0944,6693.8592,0.9830,24.4,265.6,0.982,0.012,0.006,136.7,0.479,0.4908
